№,БИН/ИИН,Наименование субъекта,Ссылка,Долгосрочный договор,Юридический адрес,Форма собственности,Регион оказания услуг,Дата включения в БД
7054,180540009383,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОНКОЛОГИЧЕСКИЙ ЦЕНТР ""СУНКАР"" RT""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/7054,Нет,"г.Алматы, Ауэзовский район",Частные организации,Акмолинская область,2020-12-10 15:32:27
6857,191140016396,Республиканское государственное предприятие на праве хозяйственного ведения «Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева» Министерства здравоохранения Республики Казахстан,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6857,Нет,"г.Алматы, Турксибский район",Государственные организации,Актюбинская область,2020-12-10 11:08:03
6928,171240026105,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАЗЛАБСЕРВИС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6928,Нет,"Костанайская область, г.Костанай",Частные организации,Костанайская область,2020-12-09 18:55:22
6815,200740027197,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КЛИНИКА ИННОВАЦИОННЫХ ТЕХНОЛОГИЙ MEDLIVE""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6815,Нет,"г.Алматы, Алмалинский район",Частные организации,г.Алматы,2020-10-27 09:22:43
6798,190740032129,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ALATAU CLINIC""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6798,Нет,"г.Алматы, Алатауский район",Частные организации,г.Алматы,2020-12-05 14:51:17
6743,120840004045,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АНАСТАСИЯ ПЛЮС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6743,Нет,г.Шымкент,Частные организации,г.Шымкент,2017-09-13 00:00:00
6725,170440008002,"ТОО ""Алимед 362""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6725,Нет,"Мангистауская область, г.Актау",Частные организации,Мангистауская область,2020-11-10 12:21:13
6597,990240004380,"КОММУНАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ НА ПРАВЕ ХОЗЯЙСТВЕННОГО ВЕДЕНИЯ ""ПАВЛОДАРСКАЯ ОБЛАСТНАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА"" УПРАВЛЕНИЯ ЗДРАВООХРАНЕНИЯ ПАВЛОДАРСКОЙ ОБЛАСТИ, АКИМАТА ПАВЛОДАРСКОЙ ОБЛАСТИ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6597,Нет,"Павлодарская область, г.Павлодар",Государственные организации,Павлодарская область,2017-09-12 00:00:00
6724,200241001715,"Филиал ""Уральская противочумная станция"" Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6724,Нет,"Западно-Казахстанская область, г.Уральск",Государственные организации,Западно-Казахстанская область,2020-11-20 18:34:20
6721,200140013462,"ТОО ""НУР-МЕД сервис""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6721,Нет,"Жамбылская область, Шуский район, г.Шу",Частные организации,Жамбылская область,2020-11-20 17:39:23
6716,171140007670,"ТОО ""Golden Dent""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6716,Нет,"Атырауская область, Жылыойский район, г.Кульсары",Частные организации,Атырауская область,2020-11-19 20:39:13
6711,191140016369,"Республиканское государственное предприятие на праве хозяйственного ведения ""Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева"" МЗ РК",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6711,Нет,"г.Алматы, Турксибский район",Государственные организации,Кызылординская область,2020-11-19 16:06:58
6710,011240004826,"ТОО ""Анвар и К""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6710,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2020-11-19 16:06:12
6707,140940026985,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛТЫНФАРМА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6707,Нет,"Алматинская область, г.Қонаев",Частные организации,Алматинская область,2020-11-19 10:14:47
6697,020440004149,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АКТУАЛЬ КЛУБ ОПТИКА ЛТД (ACTUEL СLUB OPTIKA LTD)""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6697,Нет,"г.Алматы, Бостандыкский район",Частные организации,г.Алматы,2020-11-18 12:13:49
6696,200540013070,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАМЕД CLINIC""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6696,Нет,"г.Алматы, Жетысуский район",Частные организации,г.Алматы,2020-11-18 12:13:32
6688,151040016068,"""КЛИНИКА МЕДИКУС ЦЕНТР"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6688,Нет,г.Шымкент,Частные организации,Туркестанская область,2019-04-24 00:00:00
6681,021240000647,ТОО Импульс-МТ,https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6681,Нет,"Туркестанская область, Тюлькубасский район, с.Жаскешу",Частные организации,Туркестанская область,2019-12-11 20:28:14
6677,030640006273,"""РАЯНА САУЫҚТЫРУ ОРТАЛЫҒЫ"" ЖАУАПКЕРШІЛІГІ ШЕКТЕУЛІ СЕРІКТЕСТІГІ",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6677,Нет,г.Алматы,Частные организации,Туркестанская область,2019-02-19 00:00:00
6674,181240026226,"ГККП ""Областной центр крови"" УЗ ТО",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6674,Нет,"Туркестанская область, г.Туркестан",Государственные организации,Туркестанская область,2019-02-06 00:00:00
6663,000140004184,"ТОО ""Сара +""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6663,Нет,"Туркестанская область, г.Туркестан",Частные организации,Туркестанская область,2017-10-19 00:00:00
6656,060340011076,"ТОО ""Клиника Евромед""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6656,Нет,г.Шымкент,Частные организации,г.Шымкент,2017-09-12 00:00:00
6650,200240005168,"Товарищество с ограниченной ответственностью ""Арман-Мед""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6650,Нет,"г.Шымкент, Енбекшинский район",Частные организации,г.Шымкент,2020-10-26 09:31:18
6644,181140027141,"ТОО ""DALMED HEALTHCARE""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6644,Нет,"г.Шымкент, Енбекшинский район",Частные организации,г.Шымкент,2019-12-11 15:49:30
6638,151040016662,"ТОО ""Назира и Ко""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6638,Нет,г.Шымкент,Частные организации,г.Шымкент,2019-02-26 00:00:00
6632,170840002395,"ТОО ""Клиника Глэдис""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6632,Нет,г.Шымкент,Частные организации,г.Шымкент,2018-08-07 00:00:00
6631,170940036046,"ТОО ""Alima-Medicus""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6631,Нет,г.Шымкент,Частные организации,г.Шымкент,2017-11-27 00:00:00
6626,131040005613,"ТОО ""АКВА ЛАБ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6626,Нет,"г.Шымкент, Енбекшинский район",Частные организации,г.Шымкент,2019-11-13 14:23:27
6621,200141032672,"Филиал «Талдыкорганская противочумная станция» Республиканского государственного предприятия на праве хозяйственного ведения ""Национальный научный центр особо опасных инфекций имени Масгута Айкимбаева"" Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6621,Нет,"Алматинская область, г.Қонаев",Государственные организации,Алматинская область,2020-10-26 10:06:17
6611,150741024255,"Республиканское государственное предприятие на праве хозяйственного ведения ""Национальный центр экспертизы"" Комитета контроля качества и безопасности товаров и услуг Министерства здравоохранения Республики Казахстан",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6611,Нет,"Алматинская область, г.Қонаев",Государственные организации,Алматинская область,2020-11-13 10:51:11
6614,121040005969,"ТОО ""Клиника Демеу""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6614,Нет,г.Шымкент,Частные организации,г.Шымкент,2017-09-12 00:00:00
6594,831011450325,"ИП ""Neuro & Life""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6594,Нет,"Алматинская область, Илийский район, с.Отеген батыра",Частные организации,Алматинская область,2020-11-12 18:23:43
6587,991140002432,"КГП на ПХВ ""Поликлиника № 1 города Экибастуза"" УЗ Павлодарской области, акимата Павлодарской области",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6587,Нет,"Павлодарская область, г.Экибастуз",Государственные организации,Павлодарская область,2017-09-11 00:00:00
6574,190340006869,"ТОО ""Dau-med 2019""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6574,Нет,"Жамбылская область, Шуский район, с.Толе би",Частные организации,Жамбылская область,2020-02-27 10:55:08
6567,190140001880,"ТОО ""Экомед-Шыгыс""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6567,Нет,"Восточно-Казахстанская область, г.Усть-Каменогорск",Частные организации,Восточно-Казахстанская область,2020-11-12 14:08:51
6566,000640003997,"ТОВАРИЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТОМАТОЛОГИЯ""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6566,Нет,"Павлодарская область, г.Павлодар",Частные организации,Павлодарская область,2017-09-10 00:00:00
6564,180640023907,"ТОО ""Клиника АС""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6564,Нет,"г.Астана, район Алматы",Частные организации,г.Астана,2020-11-12 12:43:38
6556,191140016079,"""CardioHub"" ЖШС",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6556,Нет,"г.Алматы, Алмалинский район",Частные организации,Северо-Казахстанская область,2020-11-12 11:57:26
6552,180540027460,"ТОО ""DOCTOR-LUX""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6552,Нет,"г.Астана, район Сарыарка",Частные организации,г.Астана,2020-11-12 10:47:41
6549,981040002166,"Учреждение ""Денсаулык""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6549,Нет,"Жамбылская область, г.Тараз",Частные организации,Жамбылская область,2017-09-12 00:00:00
6546,980840005498,"ТОО ""ДАНА""",https://fms.ecc.kz/ru/fsms/healthcare_subjects/view/6546,Нет,"Жамбылская область, г.Тараз",Частные организации,Жамбылская область,2017-09-12 00:00:00
